Naco,Arizona,2603,US-Mexico Border,2019,Truck Containers Loaded,123,31.334,-109.948,POINT (-109.948413 31.334084)
Oroville,Washington,3019,US-Canada Border,2020,Truck Containers Loaded,1438,49.000,-119.462,POINT (-119.461833 49.000083)
Vanceboro,Maine,0105,US-Canada Border,2022,Personal Vehicle Passengers,1691,45.569,-67.429,POINT (-67.428541 45.568761)
San Luis,Arizona,2608,US-Mexico Border,2020,Truck Containers Loaded,1670,32.485,-114.782,POINT (-114.7822222 32.485)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2019,Train Passengers,62,46.509,-84.361,POINT (-84.360833 46.508611)
Rio Grande City,Texas,2307,US-Mexico Border,2022,Pedestrians,8037,26.366,-98.803,POINT (-98.802513 26.365761)
Massena,New York,0704,US-Canada Border,2019,Truck Containers Empty,463,44.991,-74.740,POINT (-74.739722 44.990556)
Nogales,Arizona,2604,US-Mexico Border,2020,Bus Passengers,2552,31.333,-110.943,POINT (-110.942516 31.332839)
Cape Vincent,New York,0706,US-Canada Border,2021,Personal Vehicles,99,44.135,-76.352,POINT (-76.352489 44.134917)
Calexico East,California,2507,US-Mexico Border,2020,Trains,17,32.673,-115.388,POINT (-115.388018 32.673389)
Eagle Pass,Texas,2303,US-Mexico Border,2022,Truck Containers Loaded,10345,28.705,-100.512,POINT (-100.511977 28.705483)
Vanceboro,Maine,0105,US-Canada Border,2021,Personal Vehicles,156,45.569,-67.429,POINT (-67.428541 45.568761)
Derby Line,Vermont,0209,US-Canada Border,2020,Truck Containers Loaded,5768,45.006,-72.099,POINT (-72.099279 45.005739)
Warroad,Minnesota,3423,US-Canada Border,2008,Trains,258,48.999,-95.377,POINT (-95.376555 48.999)
Eastport,Idaho,3302,US-Canada Border,2019,Pedestrians,200,49.001,-116.181,POINT (-116.181027 49.000555)
Sumas,Washington,3009,US-Canada Border,2021,Rail Containers Loaded,139,49.002,-122.265,POINT (-122.264805 49.002388)
Grand Portage,Minnesota,3613,US-Canada Border,2019,Truck Containers Empty,434,48.001,-89.585,POINT (-89.58515 48.001427)
Trout River,New York,0715,US-Canada Border,2020,Truck Containers Loaded,489,44.992,-74.308,POINT (-74.308172 44.992058)
Laredo,Texas,2304,US-Mexico Border,1998,Trains,196,27.500,-99.507,POINT (-99.507412 27.499561)
Portal,North Dakota,3403,US-Canada Border,2021,Trucks,7410,48.999,-102.552,POINT (-102.551944 48.998944)
Grand Portage,Minnesota,3613,US-Canada Border,2021,Trucks,770,48.001,-89.585,POINT (-89.58515 48.001427)
Ketchikan,Alaska,3102,US-Canada Border,2019,Personal Vehicle Passengers,842,55.342,-131.648,POINT (-131.647804 55.34208)
Pembina,North Dakota,3401,US-Canada Border,2020,Personal Vehicle Passengers,1671,49.000,-97.237,POINT (-97.237036 49.000453)
Hidalgo,Texas,2305,US-Mexico Border,2022,Buses,912,26.095,-98.271,POINT (-98.271092 26.095032)
Limestone,Maine,0118,US-Canada Border,2019,Personal Vehicle Passengers,1749,46.925,-67.790,POINT (-67.789597 46.924555)
Turner,Montana,3306,US-Canada Border,2001,Trucks,34,49.000,-108.388,POINT (-108.387916 48.999527)
Hansboro,North Dakota,3415,US-Canada Border,2019,Trucks,39,49.000,-99.347,POINT (-99.346527 48.999583)
Vanceboro,Maine,0105,US-Canada Border,2019,Rail Containers Empty,1009,45.569,-67.429,POINT (-67.428541 45.568761)
Dunseith,North Dakota,3422,US-Canada Border,2019,Truck Containers Loaded,2292,48.999,-100.052,POINT (-100.052166 48.999277)
Presidio,Texas,2403,US-Mexico Border,2020,Trucks,798,29.562,-104.395,POINT (-104.394907 29.561827)
Dunseith,North Dakota,3422,US-Canada Border,2021,Trucks,1922,48.999,-100.052,POINT (-100.052166 48.999277)
Sherwood,North Dakota,3414,US-Canada Border,2020,Personal Vehicle Passengers,146,48.999,-101.628,POINT (-101.627527 48.999305)
Progreso,Texas,2309,US-Mexico Border,2020,Trucks,4509,26.062,-97.950,POINT (-97.949958 26.062133)
Lancaster,Minnesota,3430,US-Canada Border,2022,Personal Vehicle Passengers,2458,49.000,-96.801,POINT (-96.800527 49.000194)
Sasabe,Arizona,2606,US-Mexico Border,2019,Personal Vehicle Passengers,3241,31.483,-111.544,POINT (-111.544363 31.483039)
Point Roberts,Washington,3017,US-Canada Border,2022,Personal Vehicle Passengers,73114,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Carbury,North Dakota,3421,US-Canada Border,2015,Buses,2,48.999,-100.556,POINT (-100.555805 48.999416)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2020,Personal Vehicle Passengers,2247,46.509,-84.361,POINT (-84.360833 46.508611)
St John,North Dakota,3405,US-Canada Border,2019,Truck Containers Loaded,2,48.999,-99.659,POINT (-99.659111 48.999277)
Rio Grande City,Texas,2307,US-Mexico Border,2021,Trucks,2977,26.366,-98.803,POINT (-98.802513 26.365761)
El Paso,Texas,2402,US-Mexico Border,2022,Trains,114,31.764,-106.451,POINT (-106.451188 31.764363)
Tecate,California,2505,US-Mexico Border,2021,Personal Vehicles,34502,32.576,-116.626,POINT (-116.626216 32.576428)
Port Huron,Michigan,3802,US-Canada Border,2019,Bus Passengers,4982,42.999,-82.424,POINT (-82.423611 42.998611)
Antler,North Dakota,3413,US-Canada Border,2019,Trucks,62,48.999,-101.296,POINT (-101.296055 48.999472)
Oroville,Washington,3019,US-Canada Border,2021,Pedestrians,276,49.000,-119.462,POINT (-119.461833 49.000083)
Limestone,Maine,0118,US-Canada Border,2019,Truck Containers Loaded,3,46.925,-67.790,POINT (-67.789597 46.924555)
Roosville,Montana,3318,US-Canada Border,2022,Personal Vehicles,10039,49.000,-115.056,POINT (-115.056027 48.999638)
Hansboro,North Dakota,3415,US-Canada Border,2019,Personal Vehicles,459,49.000,-99.347,POINT (-99.346527 48.999583)
Laurier,Washington,3016,US-Canada Border,2020,Personal Vehicle Passengers,119,49.000,-118.224,POINT (-118.223777 49.000083)
Grand Portage,Minnesota,3613,US-Canada Border,2021,Trucks,1016,48.001,-89.585,POINT (-89.58515 48.001427)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2021,Personal Vehicle Passengers,4132,46.509,-84.361,POINT (-84.360833 46.508611)
San Luis,Arizona,2608,US-Mexico Border,2022,Truck Containers Empty,1247,32.485,-114.782,POINT (-114.7822222 32.485)
Laredo,Texas,2304,US-Mexico Border,2021,Rail Containers Empty,23753,27.500,-99.507,POINT (-99.507412 27.499561)
Morgan,Montana,3319,US-Canada Border,2019,Trucks,21,49.000,-107.832,POINT (-107.831819 48.999829)
Eagle Pass,Texas,2303,US-Mexico Border,2020,Rail Containers Loaded,14063,28.705,-100.512,POINT (-100.511977 28.705483)
Dalton Cache,Alaska,3106,US-Canada Border,2020,Personal Vehicle Passengers,87,59.451,-136.362,POINT (-136.361944 59.450556)
Warroad,Minnesota,3423,US-Canada Border,2019,Bus Passengers,208,48.999,-95.377,POINT (-95.376555 48.999)
Otay Mesa,California,2506,US-Mexico Border,2021,Truck Containers Loaded,67991,32.550,-116.939,POINT (-116.938538 32.55033)
Richford,Vermont,0203,US-Canada Border,2021,Personal Vehicle Passengers,200,45.012,-72.589,POINT (-72.588559 45.01174)
Raymond,Montana,3301,US-Canada Border,2019,Pedestrians,50,48.999,-104.574,POINT (-104.574333 48.999194)
St John,North Dakota,3405,US-Canada Border,2020,Personal Vehicles,429,48.999,-99.659,POINT (-99.659111 48.999277)
Buffalo Niagara Falls,New York,0901,US-Canada Border,2021,Trucks,82801,43.095,-79.056,POINT (-79.055847 43.09549)
Jackman,Maine,0104,US-Canada Border,2019,Personal Vehicles,11345,45.806,-70.397,POINT (-70.396722 45.805661)
Columbus,New Mexico,2406,US-Mexico Border,2022,Trucks,924,31.784,-107.628,POINT (-107.627948 31.783742)
Naco,Arizona,2603,US-Mexico Border,2021,Personal Vehicles,21583,31.334,-109.948,POINT (-109.948413 31.334084)
Roma,Texas,2310,US-Mexico Border,1998,Pedestrians,42434,26.404,-99.019,POINT (-99.018981 26.403928)
Buffalo Niagara Falls,New York,0901,US-Canada Border,2022,Trucks,78942,43.095,-79.056,POINT (-79.055847 43.09549)
El Paso,Texas,2402,US-Mexico Border,2020,Rail Containers Empty,4234,31.764,-106.451,POINT (-106.451188 31.764363)
Whitlash,Montana,3321,US-Canada Border,2019,Personal Vehicle Passengers,133,48.997,-111.258,POINT (-111.257916 48.99725)
Madawaska,Maine,0109,US-Canada Border,2019,Personal Vehicles,32156,47.360,-68.329,POINT (-68.328684 47.360052)
Champlain Rouses Point,New York,0712,US-Canada Border,2021,Rail Containers Loaded,3526,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Scobey,Montana,3309,US-Canada Border,2001,Trains,0,49.000,-105.408,POINT (-105.407638 48.999527)
Presidio,Texas,2403,US-Mexico Border,2022,Pedestrians,16296,29.562,-104.395,POINT (-104.394907 29.561827)
Laurier,Washington,3016,US-Canada Border,2022,Truck Containers Loaded,272,49.000,-118.224,POINT (-118.223777 49.000083)
Eastport,Maine,0103,US-Canada Border,2020,Truck Containers Empty,39,44.859,-66.980,POINT (-66.98007566 44.8594395785)
Willow Creek,Montana,3325,US-Canada Border,2021,Personal Vehicles,39,49.000,-109.731,POINT (-109.731333 48.999972)
Champlain Rouses Point,New York,0712,US-Canada Border,2019,Bus Passengers,39395,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Douglas,Arizona,2601,US-Mexico Border,2020,Personal Vehicles,97202,31.334,-109.560,POINT (-109.560344 31.334043)
Pembina,North Dakota,3401,US-Canada Border,2020,Trains,87,49.000,-97.237,POINT (-97.237036 49.000453)
Eagle Pass,Texas,2303,US-Mexico Border,2019,Truck Containers Empty,2311,28.705,-100.512,POINT (-100.511977 28.705483)
Sarles,North Dakota,3409,US-Canada Border,2020,Buses,1,49.000,-98.938,POINT (-98.938361 49.000027)
Alexandria Bay,New York,0708,US-Canada Border,2020,Trucks,17690,44.347,-75.984,POINT (-75.983592 44.347229)
Calexico,California,2503,US-Mexico Border,2020,Pedestrians,127077,32.673,-115.388,POINT (-115.388018 32.673389)
Raymond,Montana,3301,US-Canada Border,2019,Truck Containers Loaded,1740,48.999,-104.574,POINT (-104.574333 48.999194)
Hansboro,North Dakota,3415,US-Canada Border,1999,Buses,2,49.000,-99.347,POINT (-99.346527 48.999583)
Laurier,Washington,3016,US-Canada Border,2021,Personal Vehicle Passengers,624,49.000,-118.224,POINT (-118.223777 49.000083)
Blaine,Washington,3004,US-Canada Border,2021,Buses,150,48.994,-122.749,POINT (-122.748884 48.994045)
Anacortes,Washington,3010,US-Canada Border,2019,Personal Vehicles,3438,48.496,-122.600,POINT (-122.59953 48.49617)
Jackman,Maine,0104,US-Canada Border,2020,Personal Vehicles,1748,45.806,-70.397,POINT (-70.396722 45.805661)
Blaine,Washington,3004,US-Canada Border,2020,Trucks,29663,48.994,-122.749,POINT (-122.748884 48.994045)
Highgate Springs,Vermont,0212,US-Canada Border,2019,Truck Containers Loaded,7021,45.015,-73.085,POINT (-73.085037 45.015414)
Calexico East,California,2507,US-Mexico Border,2021,Truck Containers Loaded,19225,32.673,-115.388,POINT (-115.388018 32.673389)
St John,North Dakota,3405,US-Canada Border,2021,Personal Vehicle Passengers,64,48.999,-99.659,POINT (-99.659111 48.999277)
Tecate,California,2505,US-Mexico Border,2020,Personal Vehicles,31670,32.576,-116.626,POINT (-116.626216 32.576428)
Dunseith,North Dakota,3422,US-Canada Border,2022,Truck Containers Loaded,1717,48.999,-100.052,POINT (-100.052166 48.999277)
Blaine,Washington,3004,US-Canada Border,2021,Train Passengers,329,48.994,-122.749,POINT (-122.748884 48.994045)
Trout River,New York,0715,US-Canada Border,2019,Personal Vehicles,11531,44.992,-74.308,POINT (-74.308172 44.992058)
Danville,Washington,3012,US-Canada Border,2022,Truck Containers Empty,4,49.000,-118.504,POINT (-118.503722 49.000083)
Nogales,Arizona,2604,US-Mexico Border,2021,Truck Containers Empty,9545,31.333,-110.943,POINT (-110.942516 31.332839)
Progreso,Texas,2309,US-Mexico Border,2022,Personal Vehicle Passengers,217153,26.062,-97.950,POINT (-97.949958 26.062133)
Nighthawk,Washington,3011,US-Canada Border,2022,Personal Vehicle Passengers,651,49.000,-119.671,POINT (-119.67103 49.000144)
Blaine,Washington,3004,US-Canada Border,2022,Personal Vehicle Passengers,499097,48.994,-122.749,POINT (-122.748884 48.994045)
Vanceboro,Maine,0105,US-Canada Border,2019,Pedestrians,3,45.569,-67.429,POINT (-67.428541 45.568761)
Roma,Texas,2310,US-Mexico Border,2014,Bus Passengers,1016,26.404,-99.019,POINT (-99.018981 26.403928)
Baudette,Minnesota,3424,US-Canada Border,2021,Truck Containers Empty,474,48.719,-94.590,POINT (-94.590467 48.719109)
Vanceboro,Maine,0105,US-Canada Border,2019,Trains,25,45.569,-67.429,POINT (-67.428541 45.568761)
Dunseith,North Dakota,3422,US-Canada Border,2019,Trucks,2006,48.999,-100.052,POINT (-100.052166 48.999277)
Van Buren,Maine,0108,US-Canada Border,2020,Train Passengers,90,47.160,-67.931,POINT (-67.930799 47.159645)
Van Buren,Maine,0108,US-Canada Border,2020,Trains,26,47.160,-67.931,POINT (-67.930799 47.159645)
Sumas,Washington,3009,US-Canada Border,2020,Pedestrians,1773,49.002,-122.265,POINT (-122.264805 49.002388)
Bridgewater,Maine,0127,US-Canada Border,2019,Personal Vehicles,3159,46.450,-67.785,POINT (-67.78484 46.450335)
Boundary,Washington,3015,US-Canada Border,2021,Trucks,11,49.001,-117.628,POINT (-117.627583 49.00075)
Otay Mesa,California,2506,US-Mexico Border,2019,Personal Vehicle Passengers,1035716,32.550,-116.939,POINT (-116.938538 32.55033)
Limestone,Maine,0118,US-Canada Border,2021,Truck Containers Empty,113,46.925,-67.790,POINT (-67.789597 46.924555)
Warroad,Minnesota,3423,US-Canada Border,2021,Truck Containers Empty,279,48.999,-95.377,POINT (-95.376555 48.999)
Turner,Montana,3306,US-Canada Border,2002,Trains,0,49.000,-108.388,POINT (-108.387916 48.999527)
Alcan,Alaska,3104,US-Canada Border,2020,Personal Vehicle Passengers,2384,62.615,-141.001,POINT (-141.001444 62.614961)
Sumas,Washington,3009,US-Canada Border,2022,Trains,14,49.002,-122.265,POINT (-122.264805 49.002388)
Friday Harbor,Washington,3014,US-Canada Border,2019,Personal Vehicle Passengers,562,48.534,-123.016,POINT (-123.016484 48.534485)
Brownsville,Texas,2301,US-Mexico Border,2021,Trucks,32722,25.952,-97.401,POINT (-97.40067 25.95155)
Carbury,North Dakota,3421,US-Canada Border,2019,Trucks,141,48.999,-100.556,POINT (-100.555805 48.999416)
Lancaster,Minnesota,3430,US-Canada Border,2019,Personal Vehicle Passengers,4288,49.000,-96.801,POINT (-96.800527 49.000194)
Metaline Falls,Washington,3025,US-Canada Border,2019,Personal Vehicle Passengers,3764,49.000,-117.299,POINT (-117.299444 48.999972)
Ysleta,Texas,2401,US-Mexico Border,2022,Pedestrians,115287,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Roma,Texas,2310,US-Mexico Border,2014,Buses,32,26.404,-99.019,POINT (-99.018981 26.403928)
El Paso,Texas,2402,US-Mexico Border,2022,Buses,1266,31.764,-106.451,POINT (-106.451188 31.764363)
Norton,Vermont,0211,US-Canada Border,2020,Trucks,687,45.011,-71.793,POINT (-71.793219 45.010771)
Calais,Maine,0115,US-Canada Border,2019,Personal Vehicle Passengers,96059,45.189,-67.275,POINT (-67.275381 45.188548)
Walhalla,North Dakota,3407,US-Canada Border,2022,Trucks,593,49.000,-97.908,POINT (-97.908416 49.000472)
Oroville,Washington,3019,US-Canada Border,2022,Personal Vehicle Passengers,13414,49.000,-119.462,POINT (-119.461833 49.000083)
Beecher Falls,Vermont,0206,US-Canada Border,2019,Trucks,818,45.013,-71.505,POINT (-71.505309 45.013411)
Champlain Rouses Point,New York,0712,US-Canada Border,2021,Bus Passengers,457,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Frontier,Washington,3020,US-Canada Border,2020,Truck Containers Loaded,673,49.000,-117.832,POINT (-117.831527 49.0005)
Kenneth G Ward,Washington,3023,US-Canada Border,2020,Truck Containers Loaded,589,49.002,-122.485,POINT (-122.485027 49.002277)
Westhope,North Dakota,3419,US-Canada Border,2020,Trucks,249,49.000,-101.017,POINT (-101.017277 48.999611)
Columbus,New Mexico,2406,US-Mexico Border,2021,Personal Vehicle Passengers,53224,31.784,-107.628,POINT (-107.627948 31.783742)
Grand Portage,Minnesota,3613,US-Canada Border,2022,Pedestrians,1,48.001,-89.585,POINT (-89.58515 48.001427)
Sarles,North Dakota,3409,US-Canada Border,2020,Truck Containers Empty,6,49.000,-98.938,POINT (-98.938361 49.000027)
Antler,North Dakota,3413,US-Canada Border,2020,Personal Vehicles,101,48.999,-101.296,POINT (-101.296055 48.999472)
Massena,New York,0704,US-Canada Border,2019,Trucks,1946,44.991,-74.740,POINT (-74.739722 44.990556)
Ogdensburg,New York,0701,US-Canada Border,2021,Personal Vehicles,2039,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Porthill,Idaho,3308,US-Canada Border,2020,Pedestrians,4,49.000,-116.499,POINT (-116.49925 48.999861)
Piegan,Montana,3316,US-Canada Border,2022,Truck Containers Empty,111,48.998,-113.379,POINT (-113.378777 48.998083)
Metaline Falls,Washington,3025,US-Canada Border,2021,Truck Containers Empty,285,49.000,-117.299,POINT (-117.299444 48.999972)
Jackman,Maine,0104,US-Canada Border,2020,Pedestrians,3,45.806,-70.397,POINT (-70.396722 45.805661)
Douglas,Arizona,2601,US-Mexico Border,2021,Truck Containers Empty,1076,31.334,-109.560,POINT (-109.560344 31.334043)
St John,North Dakota,3405,US-Canada Border,2020,Truck Containers Empty,21,48.999,-99.659,POINT (-99.659111 48.999277)
Brownsville,Texas,2301,US-Mexico Border,2022,Truck Containers Empty,20142,25.952,-97.401,POINT (-97.40067 25.95155)
Buffalo Niagara Falls,New York,0901,US-Canada Border,2020,Trucks,73286,43.095,-79.056,POINT (-79.055847 43.09549)
Fort Kent,Maine,0110,US-Canada Border,2020,Personal Vehicle Passengers,6714,47.249,-68.604,POINT (-68.603918 47.249206)
Calexico East,California,2507,US-Mexico Border,2019,Trucks,33769,32.673,-115.388,POINT (-115.388018 32.673389)
Madawaska,Maine,0109,US-Canada Border,2021,Truck Containers Loaded,2,47.360,-68.329,POINT (-68.328684 47.360052)
Champlain Rouses Point,New York,0712,US-Canada Border,2020,Bus Passengers,5962,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Van Buren,Maine,0108,US-Canada Border,2022,Personal Vehicle Passengers,7120,47.160,-67.931,POINT (-67.930799 47.159645)
Alexandria Bay,New York,0708,US-Canada Border,2021,Trucks,17733,44.347,-75.984,POINT (-75.983592 44.347229)
Fort Fairfield,Maine,0107,US-Canada Border,2020,Trucks,377,46.765,-67.789,POINT (-67.789471 46.765323)
Dalton Cache,Alaska,3106,US-Canada Border,2022,Personal Vehicles,88,59.451,-136.362,POINT (-136.361944 59.450556)
Houlton,Maine,0106,US-Canada Border,2021,Trucks,6992,46.135,-67.781,POINT (-67.781288 46.134879)
Tornillo,Texas,2404,US-Mexico Border,2019,Personal Vehicle Passengers,61031,31.435,-106.143,POINT (-106.142669 31.435334)
Roma,Texas,2310,US-Mexico Border,2007,Trains,0,26.404,-99.019,POINT (-99.018981 26.403928)
Jackman,Maine,0104,US-Canada Border,2020,Trucks,4354,45.806,-70.397,POINT (-70.396722 45.805661)
Carbury,North Dakota,3421,US-Canada Border,2020,Personal Vehicles,1100,48.999,-100.556,POINT (-100.555805 48.999416)
Presidio,Texas,2403,US-Mexico Border,2019,Trucks,833,29.562,-104.395,POINT (-104.394907 29.561827)
Tornillo,Texas,2404,US-Mexico Border,2020,Pedestrians,624,31.435,-106.143,POINT (-106.142669 31.435334)
Fort Fairfield,Maine,0107,US-Canada Border,2021,Trucks,413,46.765,-67.789,POINT (-67.789471 46.765323)
Skagway,Alaska,3103,US-Canada Border,2013,Trains,41,59.630,-135.164,POINT (-135.164444 59.629722)
Turner,Montana,3306,US-Canada Border,2022,Truck Containers Empty,22,49.000,-108.388,POINT (-108.387916 48.999527)
Naco,Arizona,2603,US-Mexico Border,2020,Truck Containers Empty,264,31.334,-109.948,POINT (-109.948413 31.334084)
Antler,North Dakota,3413,US-Canada Border,2021,Truck Containers Empty,136,48.999,-101.296,POINT (-101.296055 48.999472)
Eagle Pass,Texas,2303,US-Mexico Border,2022,Pedestrians,66560,28.705,-100.512,POINT (-100.511977 28.705483)
Roma,Texas,2310,US-Mexico Border,2015,Buses,28,26.404,-99.019,POINT (-99.018981 26.403928)
International Falls,Minnesota,3604,US-Canada Border,2020,Trucks,1422,48.608,-93.401,POINT (-93.401355 48.6078)
Calexico,California,2503,US-Mexico Border,2019,Pedestrians,318231,32.673,-115.388,POINT (-115.388018 32.673389)
El Paso,Texas,2402,US-Mexico Border,2021,Trucks,16391,31.764,-106.451,POINT (-106.451188 31.764363)
Maida,North Dakota,3416,US-Canada Border,2022,Personal Vehicle Passengers,423,49.000,-98.365,POINT (-98.36525 49.00025)
Alexandria Bay,New York,0708,US-Canada Border,2021,Personal Vehicles,13106,44.347,-75.984,POINT (-75.983592 44.347229)
Eagle Pass,Texas,2303,US-Mexico Border,2021,Truck Containers Loaded,11410,28.705,-100.512,POINT (-100.511977 28.705483)
Warroad,Minnesota,3423,US-Canada Border,2022,Buses,28,48.999,-95.377,POINT (-95.376555 48.999)
Dalton Cache,Alaska,3106,US-Canada Border,2003,Trucks,56,59.451,-136.362,POINT (-136.361944 59.450556)
Port Huron,Michigan,3802,US-Canada Border,2019,Truck Containers Empty,17107,42.999,-82.424,POINT (-82.423611 42.998611)
Van Buren,Maine,0108,US-Canada Border,2011,Trucks,1261,47.160,-67.931,POINT (-67.930799 47.159645)
Presidio,Texas,2403,US-Mexico Border,2022,Pedestrians,23315,29.562,-104.395,POINT (-104.394907 29.561827)
Tecate,California,2505,US-Mexico Border,2022,Pedestrians,60729,32.576,-116.626,POINT (-116.626216 32.576428)
Westhope,North Dakota,3419,US-Canada Border,2020,Truck Containers Loaded,154,49.000,-101.017,POINT (-101.017277 48.999611)
Sumas,Washington,3009,US-Canada Border,2022,Truck Containers Empty,4010,49.002,-122.265,POINT (-122.264805 49.002388)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2020,Rail Containers Loaded,1559,46.509,-84.361,POINT (-84.360833 46.508611)
Sweetgrass,Montana,3310,US-Canada Border,2021,Trucks,13179,48.998,-111.960,POINT (-111.959611 48.998388)
Morgan,Montana,3319,US-Canada Border,2022,Personal Vehicles,130,49.000,-107.832,POINT (-107.831819 48.999829)
Dunseith,North Dakota,3422,US-Canada Border,2019,Truck Containers Empty,274,48.999,-100.052,POINT (-100.052166 48.999277)
Highgate Springs,Vermont,0212,US-Canada Border,2019,Train Passengers,32,45.015,-73.085,POINT (-73.085037 45.015414)
Wildhorse,Montana,3323,US-Canada Border,2008,Buses,0,48.999,-110.215,POINT (-110.215083 48.999361)
Roma,Texas,2310,US-Mexico Border,2021,Truck Containers Loaded,1656,26.404,-99.019,POINT (-99.018981 26.403928)
Eastport,Idaho,3302,US-Canada Border,2020,Personal Vehicle Passengers,758,49.001,-116.181,POINT (-116.181027 49.000555)
Van Buren,Maine,0108,US-Canada Border,2022,Trains,48,47.160,-67.931,POINT (-67.930799 47.159645)
Ysleta,Texas,2401,US-Mexico Border,2021,Truck Containers Loaded,36458,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
International Falls,Minnesota,3604,US-Canada Border,2021,Rail Containers Empty,12433,48.608,-93.401,POINT (-93.401355 48.6078)
Oroville,Washington,3019,US-Canada Border,2021,Personal Vehicles,1862,49.000,-119.462,POINT (-119.461833 49.000083)
International Falls,Minnesota,3604,US-Canada Border,2019,Rail Containers Empty,14064,48.608,-93.401,POINT (-93.401355 48.6078)
Ambrose,North Dakota,3410,US-Canada Border,2019,Personal Vehicles,78,48.999,-103.487,POINT (-103.486555 48.999305)
Port Huron,Michigan,3802,US-Canada Border,2022,Trucks,68539,42.999,-82.424,POINT (-82.423611 42.998611)
Turner,Montana,3306,US-Canada Border,2019,Truck Containers Loaded,9,49.000,-108.388,POINT (-108.387916 48.999527)
Eagle Pass,Texas,2303,US-Mexico Border,2020,Bus Passengers,10451,28.705,-100.512,POINT (-100.511977 28.705483)
Oroville,Washington,3019,US-Canada Border,2022,Bus Passengers,50,49.000,-119.462,POINT (-119.461833 49.000083)
Lancaster,Minnesota,3430,US-Canada Border,2020,Truck Containers Loaded,2,49.000,-96.801,POINT (-96.800527 49.000194)
Baudette,Minnesota,3424,US-Canada Border,2022,Personal Vehicle Passengers,1596,48.719,-94.590,POINT (-94.590467 48.719109)
Richford,Vermont,0203,US-Canada Border,2019,Rail Containers Empty,16,45.012,-72.589,POINT (-72.588559 45.01174)
Brownsville,Texas,2301,US-Mexico Border,2019,Truck Containers Empty,12105,25.952,-97.401,POINT (-97.40067 25.95155)
Madawaska,Maine,0109,US-Canada Border,2020,Truck Containers Empty,145,47.360,-68.329,POINT (-68.328684 47.360052)
Pembina,North Dakota,3401,US-Canada Border,2022,Bus Passengers,23,49.000,-97.237,POINT (-97.237036 49.000453)
Dunseith,North Dakota,3422,US-Canada Border,2022,Personal Vehicles,1367,48.999,-100.052,POINT (-100.052166 48.999277)
Richford,Vermont,0203,US-Canada Border,2022,Rail Containers Loaded,42,45.012,-72.589,POINT (-72.588559 45.01174)
Pinecreek,Minnesota,3425,US-Canada Border,2021,Personal Vehicle Passengers,49,49.000,-95.978,POINT (-95.977694 48.999916)
Grand Portage,Minnesota,3613,US-Canada Border,2022,Personal Vehicle Passengers,15377,48.001,-89.585,POINT (-89.58515 48.001427)
Sweetgrass,Montana,3310,US-Canada Border,2022,Trains,34,48.998,-111.960,POINT (-111.959611 48.998388)
Norton,Vermont,0211,US-Canada Border,2020,Truck Containers Loaded,467,45.011,-71.793,POINT (-71.793219 45.010771)
Piegan,Montana,3316,US-Canada Border,2022,Personal Vehicle Passengers,16860,48.998,-113.379,POINT (-113.378777 48.998083)
Eastport,Maine,0103,US-Canada Border,2021,Personal Vehicles,4291,44.859,-66.980,POINT (-66.98007566 44.8594395785)
Tecate,California,2505,US-Mexico Border,2020,Pedestrians,44204,32.576,-116.626,POINT (-116.626216 32.576428)
Madawaska,Maine,0109,US-Canada Border,2021,Personal Vehicle Passengers,2409,47.360,-68.329,POINT (-68.328684 47.360052)
Houlton,Maine,0106,US-Canada Border,2006,Buses,21,46.135,-67.781,POINT (-67.781288 46.134879)
Naco,Arizona,2603,US-Mexico Border,2020,Personal Vehicles,17503,31.334,-109.948,POINT (-109.948413 31.334084)
Del Rio,Texas,2302,US-Mexico Border,2020,Truck Containers Empty,1717,29.327,-100.928,POINT (-100.927612 29.326784)
Progreso,Texas,2309,US-Mexico Border,2020,Trucks,4083,26.062,-97.950,POINT (-97.949958 26.062133)
El Paso,Texas,2402,US-Mexico Border,2019,Train Passengers,509,31.764,-106.451,POINT (-106.451188 31.764363)
Highgate Springs,Vermont,0212,US-Canada Border,2021,Trains,13,45.015,-73.085,POINT (-73.085037 45.015414)
Eastport,Idaho,3302,US-Canada Border,2022,Rail Containers Loaded,11657,49.001,-116.181,POINT (-116.181027 49.000555)
Rio Grande City,Texas,2307,US-Mexico Border,2020,Personal Vehicles,21259,26.366,-98.803,POINT (-98.802513 26.365761)
Sherwood,North Dakota,3414,US-Canada Border,2019,Truck Containers Empty,369,48.999,-101.628,POINT (-101.627527 48.999305)
Northgate,North Dakota,3406,US-Canada Border,2020,Trains,14,48.999,-102.275,POINT (-102.27475 48.998833)
